Data Line,Correctness,Loss,Predicted,Actual
1,false,0.131927,3,5,0.395068
2,false,0.155368,4,0,0.710587
3,true,0.017377,4,4,0.670010
4,false,0.136535,3,1,0.529236
5,false,0.197766,4,9,0.988704
6,false,0.144139,4,2,0.603694
7,false,0.197673,4,1,0.988227
8,true,0.051301,3,3,0.409287
9,false,0.145220,4,1,0.635727
10,false,0.083138,3,4,0.517835
11,false,0.192635,4,3,0.970508
12,false,0.133678,3,5,0.532147
13,false,0.097039,4,3,0.452397
14,false,0.068681,5,6,0.263007
15,false,0.125102,0,1,0.369283
16,false,0.145321,4,7,0.675921
17,false,0.187875,4,2,0.937124
18,false,0.139233,4,8,0.510559
19,false,0.113297,4,6,0.729954
20,false,0.191132,4,9,0.953693
21,false,0.099380,3,4,0.582725
22,false,0.148752,4,0,0.636177
23,false,0.144510,3,9,0.489855
24,false,0.132171,3,1,0.483941
25,false,0.195082,4,1,0.974807
26,false,0.115394,4,2,0.438920
27,false,0.162491,6,4,0.788194
28,false,0.068215,7,3,0.295316
29,false,0.083221,7,2,0.392692
30,false,0.136341,4,7,0.463746
31,true,0.055963,3,3,0.345785
32,false,0.144333,3,8,0.558048
33,false,0.180365,4,6,0.949635
34,false,0.143964,3,9,0.484780
35,false,0.130943,2,0,0.427508
36,false,0.198988,4,5,0.997298
37,false,0.181689,4,6,0.898050
38,false,0.132093,2,0,0.394535
39,false,0.112606,2,7,0.410656
40,false,0.173448,4,6,0.855685
41,false,0.199260,4,1,0.996286
42,false,0.163250,4,8,0.780247
43,false,0.102632,2,7,0.538380
44,false,0.198404,4,9,0.991961
45,false,0.122680,4,3,0.773706
46,false,0.122871,7,9,0.261535
47,false,0.183129,2,8,0.906993
48,false,0.137943,4,5,0.542813
49,false,0.125156,3,9,0.395719
50,true,0.060732,3,3,0.333753
51,true,0.022087,3,3,0.615076
52,false,0.135996,3,0,0.536935
53,false,0.113470,6,7,0.334914
54,false,0.111879,6,4,0.544195
55,false,0.138321,3,9,0.533374
56,false,0.132025,4,8,0.418087
57,false,0.131312,7,0,0.390848
58,false,0.198024,4,9,0.990047
59,false,0.128513,3,4,0.474139
60,false,0.160245,3,1,0.759463
61,false,0.131766,6,4,0.564269
62,true,0.009475,4,4,0.734037
63,false,0.147691,4,6,0.510559
64,false,0.130490,3,0,0.436505
65,true,0.039918,4,4,0.427262
66,false,0.174872,4,5,0.860156
67,false,0.139618,3,6,0.619740
68,false,0.128677,4,1,0.384238
69,false,0.135759,7,0,0.468620
70,false,0.143117,2,0,0.577188
71,false,0.199831,4,1,0.999154
72,false,0.158801,4,7,0.811294
73,false,0.198566,4,1,0.992778
74,false,0.200000,4,6,1.000000
75,false,0.168051,4,3,0.826924
76,false,0.176925,4,0,0.871332
77,false,0.063828,7,2,0.443104
78,false,0.131839,3,1,0.482894
79,false,0.144842,3,1,0.588104
80,false,0.148279,4,7,0.583096
81,false,0.138579,3,9,0.544009
82,false,0.175629,4,0,0.863404
83,true,0.015220,2,2,0.667487
84,false,0.176951,4,6,0.940614
85,false,0.084128,4,7,0.368659
86,false,0.137714,7,8,0.524428
87,true,0.063339,3,3,0.290411
88,false,0.193850,4,9,0.968241
89,false,0.134608,7,0,0.512644
90,true,0.010808,4,4,0.745227
91,true,0.044140,6,6,0.415650
92,false,0.162093,4,7,0.856845
93,false,0.133876,6,4,0.523758
94,true,0.036498,6,6,0.458870
95,false,0.146379,4,8,0.607902
96,false,0.170076,2,0,0.819215
97,false,0.198040,4,7,0.995088
98,false,0.161216,4,8,0.762513
99,true,0.053414,3,3,0.401750
100,false,0.149998,3,1,0.677618
101,false,0.150013,7,5,0.507944
102,false,0.136810,4,7,0.668319
103,false,0.141178,4,1,0.556171
104,true,0.045591,7,7,0.466060
105,false,0.126675,5,1,0.362684
106,false,0.151541,3,1,0.684225
107,false,0.074306,2,6,0.457958
108,false,0.135502,7,3,0.493176
109,false,0.138335,2,0,0.485183
110,false,0.132102,5,2,0.511640
111,false,0.133063,3,9,0.478273
112,false,0.076544,7,3,0.329134
113,false,0.151060,3,1,0.623873
114,false,0.157772,3,1,0.731078
115,false,0.188969,4,0,0.941415
116,false,0.089838,6,4,0.630660
117,false,0.133593,2,9,0.492428
118,false,0.199689,4,2,0.998442
119,false,0.141972,7,0,0.514905
120,false,0.187670,4,0,0.933993
121,false,0.170715,4,2,0.876068
122,false,0.148691,7,0,0.581364
123,false,0.100626,6,2,0.344283
124,false,0.089919,4,7,0.603737
125,false,0.171818,4,1,0.838466
126,false,0.200000,4,8,1.000000
127,false,0.178967,2,6,0.897043
128,false,0.090178,3,4,0.315073
129,false,0.200000,4,1,1.000000
130,true,0.001646,6,6,0.898152
131,true,0.058623,3,3,0.341531
132,false,0.102863,6,4,0.418379
133,false,0.200000,4,5,1.000000
134,false,0.197484,4,9,0.987260
135,false,0.130339,3,1,0.439795
136,false,0.124359,4,3,0.617969
137,false,0.131037,4,3,0.525848
138,false,0.189521,4,8,0.944527
139,false,0.177360,7,5,0.870137
140,false,0.169622,6,4,0.861145
141,false,0.197754,4,7,0.988639
142,false,0.136106,0,7,0.446621
143,false,0.130527,6,4,0.455740
144,false,0.099204,3,2,0.609109
145,false,0.124585,6,8,0.320175
146,false,0.086595,0,5,0.462402
147,false,0.157406,4,8,0.750684
148,false,0.153700,0,6,0.696899
149,false,0.130478,8,7,0.462015
150,false,0.121011,7,3,0.588541
151,false,0.127897,5,4,0.377438
152,false,0.076622,0,6,0.380458
153,false,0.200000,4,1,1.000000
154,false,0.200000,4,9,1.000000
155,false,0.130903,3,9,0.449611
156,false,0.174780,4,6,0.934827
157,false,0.140913,4,0,0.593037
158,false,0.149202,4,3,0.693059
159,false,0.136248,3,7,0.456233
160,false,0.188933,4,2,0.959169
161,false,0.125416,7,8,0.321705
162,false,0.140105,7,2,0.766451
163,false,0.131443,6,9,0.448085
164,false,0.132581,5,4,0.501374
165,true,0.011228,4,4,0.728636
166,true,0.016808,6,6,0.653231
167,true,0.006590,4,4,0.788739
168,false,0.200000,4,9,1.000000
169,false,0.148698,4,7,0.862260
170,false,0.199527,4,0,0.997629
171,false,0.133636,3,9,0.480689
172,false,0.199951,4,2,0.999757
173,false,0.129593,3,9,0.451359
174,true,0.015457,5,5,0.679424
175,false,0.168061,3,1,0.815620
176,false,0.200000,4,5,1.000000
177,false,0.198234,4,9,0.991091
178,false,0.146022,3,1,0.626759
179,false,0.200000,4,2,1.000000
180,false,0.186609,4,3,0.927836
181,false,0.200000,4,2,1.000000
182,false,0.138932,7,3,0.486967
183,false,0.149028,2,5,0.534039
184,false,0.199967,4,9,0.999833
185,false,0.124733,5,1,0.297445
186,false,0.189210,4,7,0.972650
187,true,0.006153,6,6,0.789936
188,false,0.061749,5,2,0.352502
189,false,0.160239,6,8,0.762877
190,false,0.105657,0,2,0.386108
191,false,0.085980,5,2,0.251976
192,false,0.200000,2,5,1.000000
193,false,0.158461,2,0,0.750219
194,false,0.118921,4,7,0.498633
195,false,0.129393,6,4,0.579336
196,false,0.156687,4,9,0.731494
197,false,0.133043,2,7,0.603566
198,false,0.162622,3,8,0.771347
199,false,0.130501,7,3,0.481474
200,false,0.170625,4,2,0.821127
201,false,0.200000,4,1,1.000000
202,false,0.150173,5,1,0.579129
203,false,0.181433,7,8,0.896439
204,false,0.149328,7,3,0.609323
205,false,0.137061,0,6,0.551282
206,false,0.158359,4,1,0.707059
207,false,0.156339,7,0,0.678027
208,false,0.200000,4,3,1.000000
209,false,0.181682,4,1,0.898009
210,false,0.164999,2,0,0.773852
211,false,0.095296,4,0,0.373693
212,false,0.200000,4,1,1.000000
213,false,0.199990,4,7,0.999974
214,false,0.136876,3,2,0.825742
215,false,0.081463,2,7,0.626976
216,false,0.177239,4,3,0.869044
217,false,0.165843,2,0,0.801609
218,false,0.142118,2,4,0.555504
219,false,0.199997,4,6,0.999986
220,false,0.134087,3,5,0.411653
221,true,0.013587,2,2,0.716264
222,true,0.015407,6,6,0.662959
223,false,0.060305,3,4,0.421510
224,true,0.020570,7,7,0.677998
225,false,0.200000,4,1,1.000000
226,false,0.199497,4,8,0.997478
227,false,0.200000,4,9,1.000000
228,false,0.200000,4,9,1.000000
229,false,0.140158,7,3,0.550292
230,false,0.152108,7,0,0.602669
231,false,0.084205,4,7,0.591264
232,false,0.200000,2,1,1.000000
233,false,0.131975,2,0,0.417480
234,false,0.157602,4,2,0.730631
235,false,0.158964,2,0,0.742822
236,false,0.167483,4,3,0.795660
237,false,0.191176,4,5,0.954191
238,false,0.125434,3,4,0.641665
239,true,0.005981,6,6,0.821315
240,false,0.170700,7,5,0.822650
241,false,0.200000,7,8,1.000000
242,false,0.133758,3,6,0.436724
243,false,0.180546,4,3,0.890804
244,false,0.084092,4,7,0.540164
245,false,0.134657,2,5,0.424275
246,false,0.170662,4,8,0.821415
247,false,0.108411,3,0,0.319604
248,false,0.200000,4,9,1.000000
249,false,0.200000,7,1,1.000000
250,false,0.193580,7,0,0.966796
251,false,0.087609,7,3,0.345062
252,false,0.152875,7,1,0.619897
253,false,0.196244,4,2,0.990565
254,false,0.151525,0,2,0.688827
255,true,0.012160,3,3,0.717832
256,false,0.199884,4,3,0.999422
257,false,0.100000,0,6,0.000000
258,false,0.186323,3,4,0.928822
259,false,0.200000,4,7,1.000000
260,false,0.129228,2,5,0.521049
261,false,0.151294,7,0,0.604837
262,true,0.043813,6,6,0.469187
263,false,0.111137,5,2,0.479435
264,false,0.080044,4,7,0.632513
265,false,0.179788,3,9,0.890807
266,false,0.151942,7,8,0.598534
267,false,0.150808,7,5,0.563580
268,false,0.189747,7,9,0.945798
269,false,0.200000,4,2,1.000000
270,false,0.100000,0,1,0.000000
271,false,0.199498,4,1,0.997486
272,true,0.041971,4,4,0.474845
273,false,0.172694,3,4,0.861207
274,false,0.168098,7,5,0.801259
275,false,0.192262,4,6,0.959686
276,false,0.184527,7,4,0.926490
277,false,0.172837,3,1,0.843061
278,false,0.113173,3,2,0.355769
279,false,0.200000,7,5,1.000000
280,false,0.200000,4,3,1.000000
281,false,0.196656,4,9,0.982990
282,false,0.099825,4,3,0.338505
283,false,0.196669,4,9,0.983104
284,false,0.158347,2,0,0.731599
285,false,0.098058,2,5,0.283769
286,false,0.200000,4,9,1.000000
287,false,0.100000,0,6,0.000000
288,false,0.084525,2,5,0.319632
289,true,0.000053,7,7,0.983706
290,true,0.000005,4,4,0.994757
291,false,0.127449,0,1,0.354086
292,false,0.199963,4,3,0.999814
293,false,0.200000,9,4,1.000000
294,false,0.200000,4,0,1.000000
295,true,0.000000,4,4,1.000000
296,false,0.169744,4,8,0.814201
297,true,0.100000,0,0,0.000000
298,true,0.026297,4,4,0.552206
299,false,0.173727,4,3,0.844431
300,false,0.148133,0,6,0.614440
301,false,0.198782,9,8,0.993870
302,false,0.082749,4,7,0.643229
303,false,0.200000,4,6,1.000000
304,true,0.100000,0,0,0.000000
305,false,0.155627,3,9,0.709294
306,false,0.199957,4,7,0.999785
307,false,0.069388,0,5,0.283611
308,false,0.200000,4,7,1.000000
309,false,0.172383,4,2,0.834548
310,false,0.172554,3,1,0.840631
311,false,0.200000,7,1,1.000000
312,true,0.000649,6,6,0.942721
313,false,0.131411,0,8,0.447036
314,false,0.200000,4,9,1.000000
315,false,0.138805,6,4,0.826722
316,false,0.166412,9,1,0.786462
317,false,0.119331,2,5,0.341046
318,false,0.200000,4,2,1.000000
319,true,0.000020,2,2,0.989844
320,false,0.199991,4,9,0.999956
321,true,0.100000,0,0,0.000000
322,false,0.200000,4,3,1.000000
323,false,0.140682,4,9,0.466152
324,false,0.182903,4,6,0.933058
325,false,0.199964,4,7,0.999911
326,false,0.200000,4,2,1.000000
327,false,0.200000,4,0,1.000000
328,false,0.188549,7,3,0.939029
329,false,0.191607,4,5,0.956109
330,true,0.000092,4,4,0.978555
331,false,0.187398,4,3,0.932424
332,false,0.151524,2,6,0.688923
333,false,0.160807,4,5,0.737946
334,false,0.170536,4,8,0.820438
335,false,0.165349,4,9,0.800278
336,false,0.085610,2,5,0.348849
337,true,0.008073,4,4,0.792400
338,false,0.161359,4,7,0.898217
339,false,0.097910,6,4,0.625993
340,false,0.197166,4,2,0.985651
341,true,0.000000,7,7,1.000000
342,false,0.168402,4,3,0.803331
343,true,0.000000,4,4,0.999219
344,false,0.200000,7,8,1.000000
345,false,0.200000,4,9,1.000000
346,false,0.162592,6,1,0.774779
347,false,0.199682,4,9,0.998405
348,false,0.121545,5,2,0.356456
349,false,0.200000,7,8,1.000000
350,false,0.126505,4,7,0.795315
351,false,0.200000,4,9,1.000000
352,false,0.161904,9,1,0.761632
353,false,0.157988,3,8,0.721814
354,false,0.200000,4,7,1.000000
355,false,0.072833,8,4,0.555738
356,false,0.153781,5,1,0.738447
357,false,0.156358,4,3,0.678300
358,false,0.174074,6,1,0.919035
359,false,0.128493,5,1,0.402609
360,false,0.200000,4,0,1.000000
361,true,0.003184,2,2,0.873829
362,false,0.200000,7,3,1.000000
363,false,0.100000,0,9,0.000000
364,false,0.114387,8,4,0.531844
365,false,0.200000,4,9,1.000000
366,false,0.200000,7,2,1.000000
367,false,0.100000,0,1,0.000000
368,false,0.182018,5,6,0.900178
369,false,0.200000,7,8,1.000000
370,false,0.150947,6,4,0.868755
371,false,0.200000,4,7,1.000000
372,true,0.002549,7,7,0.887106
373,true,0.000002,4,4,0.996864
374,true,0.001997,4,4,0.891471
375,false,0.199240,4,9,0.996185
376,false,0.100000,0,2,0.000000
377,false,0.100000,0,5,0.000000
378,true,0.033343,7,7,0.591690
379,false,0.200000,7,2,1.000000
380,false,0.200000,7,4,1.000000
381,true,0.000000,4,4,0.999795
382,false,0.200000,7,2,1.000000
383,false,0.100000,0,1,0.000000
384,false,0.100000,0,9,0.000000
385,false,0.200000,9,7,1.000000
386,false,0.200000,7,2,1.000000
387,false,0.198666,4,8,0.993284
388,false,0.200000,4,7,1.000000
389,false,0.100000,0,6,0.000000
390,false,0.200000,7,9,1.000000
391,false,0.200000,7,2,1.000000
392,false,0.171134,4,2,0.825146
393,false,0.172637,4,3,0.836433
