Data Line,Correctness,Loss,Predicted,Actual
1,false,0.143141,1,5,0.533649
2,false,0.157876,1,0,0.740160
3,false,0.133981,1,4,0.445070
4,false,0.142933,3,1,0.685479
5,false,0.152430,1,9,0.644074
6,false,0.177706,1,2,0.877530
7,true,0.036070,1,1,0.540144
8,false,0.167629,5,3,0.809291
9,true,0.021871,1,1,0.618449
10,false,0.147994,3,4,0.542180
11,false,0.129886,5,3,0.368513
12,false,0.156502,3,5,0.735501
13,false,0.163618,1,3,0.780162
14,false,0.143966,3,6,0.499772
15,true,0.017820,1,1,0.664685
16,false,0.173873,1,7,0.852360
17,false,0.173005,1,2,0.850616
18,false,0.152264,1,8,0.833286
19,false,0.146188,1,6,0.644420
20,false,0.162647,1,9,0.781267
21,false,0.157287,3,4,0.702347
22,false,0.130638,4,0,0.448916
23,false,0.160566,1,9,0.752304
24,false,0.176250,3,1,0.880448
25,false,0.063262,3,1,0.544129
26,false,0.134964,9,2,0.419590
27,false,0.161616,3,4,0.889356
28,false,0.188524,5,3,0.938886
29,false,0.143370,1,2,0.602383
30,false,0.142742,1,7,0.531885
31,false,0.158271,1,3,0.739028
32,false,0.123343,1,8,0.677803
33,false,0.146851,1,6,0.606464
34,false,0.169530,1,9,0.835265
35,false,0.150120,1,0,0.737170
36,false,0.191384,3,5,0.955537
37,false,0.153047,1,6,0.698094
38,false,0.177607,1,0,0.878554
39,false,0.160800,1,7,0.745841
40,false,0.152067,1,6,0.712053
41,false,0.076956,9,1,0.523966
42,false,0.167087,1,8,0.871469
43,false,0.151541,3,7,0.663531
44,false,0.164921,1,9,0.846718
45,false,0.151261,1,3,0.756199
46,false,0.151224,3,9,0.683838
47,false,0.137385,9,8,0.449861
48,true,0.045837,5,5,0.460872
49,false,0.150351,3,9,0.689018
50,false,0.140442,1,3,0.532665
51,false,0.147165,1,3,0.646555
52,false,0.135274,1,0,0.539631
53,false,0.179408,1,7,0.888685
54,false,0.186824,3,4,0.930912
55,false,0.125562,4,9,0.358604
56,false,0.134228,9,8,0.489930
57,false,0.197252,1,0,0.992915
58,false,0.190740,3,9,0.952131
59,false,0.181950,3,4,0.900981
60,false,0.150822,3,1,0.712543
61,false,0.159464,1,4,0.743173
62,false,0.179835,3,4,0.890309
63,false,0.155039,3,6,0.659687
64,false,0.155913,1,0,0.675084
65,false,0.175454,3,4,0.856746
66,false,0.094367,1,5,0.682113
67,false,0.171354,3,6,0.834275
68,true,0.015487,1,1,0.656642
69,false,0.059074,1,0,0.505122
70,false,0.149555,1,0,0.648457
71,true,0.048255,1,1,0.424650
72,false,0.177724,1,7,0.873613
73,true,0.009145,1,1,0.760553
74,false,0.159008,3,6,0.736463
75,false,0.162409,1,3,0.760796
76,false,0.160131,1,0,0.759170
77,false,0.134787,1,2,0.417675
78,false,0.119556,3,1,0.738604
79,true,0.023452,1,1,0.640721
80,false,0.184382,1,7,0.914626
81,false,0.146845,0,9,0.521188
82,false,0.161089,1,0,0.761059
