Data Line,Correctness,Loss,Predicted,Actual
1,false,0.116818,4,5,0.596796
2,false,0.139275,5,0,0.525896
3,false,0.106730,5,4,0.623612
4,false,0.134791,7,1,0.522569
5,false,0.112686,5,9,0.728697
6,false,0.155763,6,2,0.710569
7,false,0.181250,4,1,0.899191
8,false,0.145195,5,3,0.632408
9,false,0.162455,4,1,0.767006
10,false,0.108540,5,4,0.605970
11,false,0.138282,6,3,0.440681
12,false,0.069362,9,5,0.448200
13,false,0.146324,5,3,0.519346
14,false,0.135135,5,6,0.553498
15,false,0.159390,4,1,0.735681
16,false,0.096772,5,7,0.445059
17,false,0.156063,6,2,0.702860
18,false,0.147044,4,8,0.655266
19,false,0.131409,9,6,0.503371
20,false,0.140049,4,9,0.672622
21,true,0.055142,4,4,0.357015
22,false,0.139816,5,0,0.470059
23,false,0.132011,5,9,0.516435
24,false,0.131755,7,1,0.498285
25,false,0.134490,6,1,0.507845
26,false,0.142825,1,2,0.629568
27,false,0.144205,5,4,0.784759
28,false,0.126897,5,3,0.413844
29,false,0.128454,4,2,0.347564
30,false,0.148406,5,7,0.552705
31,false,0.122407,9,3,0.328187
32,false,0.162785,4,8,0.778390
33,true,0.038683,6,6,0.462044
34,false,0.141141,4,9,0.600493
35,false,0.140328,6,0,0.585028
36,true,0.017210,5,5,0.645534
37,false,0.143496,5,6,0.640759
38,false,0.131130,5,0,0.409025
39,false,0.136767,3,7,0.466602
40,false,0.096894,5,6,0.393261
41,false,0.168451,4,1,0.817001
42,false,0.134041,9,8,0.443174
43,false,0.150842,5,7,0.625823
44,false,0.137022,6,9,0.459815
45,false,0.149637,9,3,0.577665
46,false,0.084898,5,9,0.398408
47,false,0.140193,9,8,0.459433
48,false,0.060701,4,5,0.355940
49,false,0.139540,6,9,0.560755
50,false,0.139976,5,3,0.580061
51,false,0.138391,5,3,0.488061
52,false,0.137274,9,0,0.569749
53,false,0.139886,3,7,0.514707
54,true,0.029778,4,4,0.586112
55,false,0.087847,5,9,0.276105
56,false,0.187919,9,8,0.936611
57,false,0.145601,9,0,0.600141
58,false,0.088375,5,9,0.449196
59,false,0.116340,5,4,0.508927
60,true,0.041873,1,1,0.434070
61,false,0.118969,7,4,0.498141
62,false,0.117473,7,4,0.422434
63,false,0.129399,5,6,0.521588
64,false,0.133895,5,0,0.459309
65,false,0.096303,5,4,0.523024
66,true,0.019340,5,5,0.627413
67,false,0.122935,5,6,0.562016
68,false,0.163405,4,1,0.780572
69,false,0.121277,9,0,0.303236
70,false,0.123268,1,0,0.297858
71,false,0.157033,4,1,0.720054
72,false,0.108735,4,7,0.582424
73,false,0.164667,4,1,0.791401
74,false,0.100398,5,6,0.532118
75,false,0.151168,4,3,0.667530
76,false,0.126722,5,0,0.336393
77,false,0.137312,9,2,0.510531
78,false,0.134846,5,1,0.560691
79,true,0.057142,1,1,0.335958
80,false,0.098235,4,7,0.384505
81,false,0.125759,6,9,0.441011
82,false,0.134230,5,0,0.492475
83,false,0.126724,6,2,0.302385
84,false,0.103854,5,6,0.534290
85,false,0.114506,9,7,0.498854
86,false,0.128514,4,8,0.427861
87,false,0.142468,4,3,0.577956
88,false,0.121553,5,9,0.406432
89,false,0.133747,5,0,0.522660
90,true,0.032232,4,4,0.539902
91,false,0.128685,5,6,0.569605
92,false,0.090199,4,7,0.543968
93,false,0.099498,5,4,0.527202
94,false,0.081443,5,6,0.442799
95,false,0.156897,6,8,0.725412
96,false,0.137780,5,0,0.562935
97,false,0.145709,9,7,0.689982
98,false,0.157676,9,8,0.713115
99,false,0.146485,4,3,0.651983
100,false,0.146895,5,1,0.651267
101,false,0.164830,4,5,0.806670
102,false,0.110422,5,7,0.415457
103,false,0.163083,4,1,0.772334
104,false,0.142751,9,7,0.582790
105,false,0.175388,4,1,0.859533
106,false,0.129038,5,1,0.506077
107,false,0.125645,5,6,0.364529
108,false,0.131214,5,3,0.479230
109,false,0.126316,6,0,0.415191
110,false,0.158905,4,2,0.734956
111,false,0.145925,7,9,0.637171
112,false,0.135893,5,3,0.545963
113,false,0.166727,4,1,0.800231
114,false,0.135016,6,1,0.438863
115,false,0.131547,5,0,0.387999
116,false,0.129704,5,4,0.663323
117,false,0.072904,5,9,0.485518
118,false,0.144726,3,2,0.579664
119,false,0.140441,5,0,0.555979
120,false,0.135311,9,0,0.496510
121,false,0.135841,9,2,0.500032
122,false,0.126684,9,0,0.356043
123,false,0.128352,5,2,0.385795
124,false,0.105122,4,7,0.561348
125,false,0.148389,4,1,0.667158
126,false,0.161466,9,8,0.762642
127,true,0.061162,6,6,0.329195
128,false,0.094249,5,4,0.584293
129,false,0.160790,4,1,0.750002
130,true,0.023420,6,6,0.605628
131,false,0.135501,5,3,0.442946
132,false,0.140087,5,4,0.662591
133,false,0.180944,4,5,0.928472
134,false,0.158671,6,9,0.741935
135,false,0.142341,4,1,0.469614
136,false,0.153701,5,3,0.709358
137,false,0.138391,4,3,0.567056
138,false,0.139681,6,8,0.540760
139,false,0.165000,6,5,0.832052
140,true,0.023280,4,4,0.604923
141,false,0.126548,4,7,0.745727
142,false,0.109011,5,7,0.524199
143,false,0.137974,9,4,0.482487
144,false,0.147908,3,2,0.685010
145,false,0.155640,6,8,0.695896
146,true,0.038069,5,5,0.492710
147,false,0.180393,6,8,0.894148
148,false,0.107447,5,6,0.522750
149,false,0.152286,6,7,0.694352
150,false,0.128209,5,3,0.413334
151,true,0.007593,4,4,0.784059
152,false,0.133276,5,6,0.564562
153,false,0.164877,4,1,0.794459
154,false,0.139447,4,9,0.639664
155,false,0.115548,7,9,0.344765
156,false,0.093044,5,6,0.488344
157,false,0.126370,9,0,0.378785
158,false,0.118410,1,3,0.375800
159,true,0.037750,7,7,0.456275
160,false,0.159950,3,2,0.755346
161,false,0.130000,5,8,0.526646
162,false,0.113972,3,2,0.315673
163,true,0.061315,9,9,0.321962
164,false,0.153179,5,4,0.751318
165,false,0.181195,7,4,0.900472
166,false,0.118240,5,6,0.526034
167,false,0.127899,5,4,0.599244
168,false,0.099058,4,9,0.416146
169,false,0.107395,5,7,0.438580
170,false,0.124887,5,0,0.320666
171,false,0.104709,3,9,0.575480
172,false,0.142564,3,2,0.521052
173,false,0.124375,5,9,0.578484
174,false,0.085046,9,5,0.532822
175,false,0.162754,4,1,0.768595
176,false,0.137857,9,5,0.743974
177,false,0.072977,3,9,0.286559
178,false,0.130453,4,1,0.537999
179,false,0.127512,5,2,0.354863
180,false,0.129756,5,3,0.424580
181,false,0.135929,4,2,0.518888
182,false,0.124750,9,3,0.367475
183,false,0.086736,9,5,0.373953
184,false,0.062638,5,9,0.435496
185,false,0.175253,4,1,0.861414
186,false,0.112332,4,7,0.590905
187,false,0.129532,5,6,0.438449
188,false,0.136894,5,2,0.488075
189,false,0.130240,5,8,0.444540
190,false,0.126656,3,2,0.448446
191,false,0.126447,4,2,0.391132
192,true,0.030665,5,5,0.594579
193,false,0.136738,5,0,0.557397
194,false,0.102779,4,7,0.587673
195,false,0.194764,9,4,0.984345
196,true,0.000594,9,9,0.944205
197,false,0.120863,5,7,0.389045
198,false,0.145141,4,8,0.560221
199,false,0.142624,6,3,0.597272
200,false,0.157048,3,2,0.731630
201,false,0.172303,4,1,0.841924
202,false,0.111821,7,1,0.476468
203,false,0.150891,6,8,0.671032
204,false,0.135128,4,3,0.526908
205,true,0.052315,6,6,0.401783
206,false,0.135589,5,1,0.624936
207,false,0.130714,9,0,0.433730
208,false,0.120272,9,3,0.330541
209,false,0.146346,4,1,0.634355
210,false,0.132955,9,0,0.499419
211,false,0.130969,5,0,0.440256
212,false,0.144547,4,1,0.592607
213,false,0.124426,5,7,0.332513
214,false,0.148584,5,2,0.553261
215,false,0.143712,3,7,0.555840
216,false,0.127449,1,3,0.363199
217,false,0.130276,9,0,0.385171
218,false,0.156918,9,4,0.687473
219,false,0.063543,5,6,0.326117
220,false,0.119547,6,5,0.474565
221,false,0.130771,6,2,0.355382
222,false,0.094766,5,6,0.514848
223,false,0.111497,7,4,0.515898
224,false,0.113870,5,7,0.490570
225,false,0.129203,5,1,0.584698
226,false,0.149236,5,8,0.670779
227,false,0.059807,3,9,0.423830
228,false,0.093896,6,9,0.414161
229,false,0.128470,9,3,0.405162
230,false,0.133896,3,0,0.444679
231,false,0.132458,9,7,0.464014
232,false,0.155222,4,1,0.709029
233,false,0.130850,6,0,0.463810
234,false,0.147074,5,2,0.660423
235,false,0.142434,9,0,0.499757
236,false,0.138846,7,3,0.585101
237,false,0.076268,4,5,0.379565
238,false,0.104814,5,4,0.475157
239,false,0.143243,5,6,0.610851
240,false,0.145372,9,5,0.761895
241,false,0.185991,6,8,0.925535
242,false,0.127028,4,6,0.304350
243,false,0.129216,1,3,0.452789
244,false,0.124789,9,7,0.476083
245,true,0.014484,5,5,0.667935
246,false,0.132593,6,8,0.352357
247,false,0.129851,9,0,0.393287
248,false,0.143857,6,9,0.822167
249,false,0.174506,4,1,0.858071
250,false,0.131841,1,0,0.445765
251,false,0.141556,6,3,0.576431
252,false,0.150079,4,1,0.673573
253,false,0.127837,9,2,0.348840
254,false,0.143179,5,2,0.596583
255,false,0.126712,4,3,0.388589
256,false,0.077340,1,3,0.344367
257,false,0.136748,9,6,0.546108
258,false,0.116586,5,4,0.670886
259,false,0.112842,9,7,0.353837
260,false,0.107441,9,5,0.711176
261,false,0.138596,4,0,0.568359
262,false,0.137330,5,6,0.610308
263,false,0.144880,5,2,0.603588
264,false,0.079557,9,7,0.430067
265,false,0.108445,4,9,0.353380
266,false,0.132657,4,8,0.411413
267,false,0.107497,6,5,0.414251
268,false,0.114042,5,9,0.657470
269,false,0.150549,6,2,0.681382
270,false,0.131727,6,1,0.441649
271,false,0.156624,4,1,0.729241
272,false,0.119475,5,4,0.735477
273,false,0.112913,5,4,0.605616
274,false,0.081331,9,5,0.338227
275,false,0.055606,5,6,0.404167
276,false,0.100130,5,4,0.577943
277,false,0.159317,4,1,0.748018
278,false,0.144215,5,2,0.622729
279,true,0.039915,5,5,0.459325
280,false,0.119077,9,3,0.414958
281,false,0.116982,5,9,0.414096
282,false,0.126335,1,3,0.378775
283,true,0.022013,9,9,0.660006
284,false,0.122650,7,0,0.307187
285,false,0.137183,6,5,0.537811
286,false,0.159670,6,9,0.772268
287,false,0.063323,5,6,0.388664
288,false,0.081183,4,5,0.377619
289,false,0.126576,3,7,0.404551
290,false,0.133432,5,4,0.774326
291,false,0.120560,5,1,0.342680
292,false,0.136677,7,3,0.492078
293,false,0.093928,6,4,0.430091
294,false,0.142942,9,0,0.550084
295,false,0.120308,7,4,0.407293
296,false,0.143975,9,8,0.604691
297,false,0.141626,5,0,0.601937
298,false,0.126154,5,4,0.716086
299,false,0.135101,4,3,0.464348
300,false,0.132122,5,6,0.530531
301,false,0.158565,1,8,0.724274
302,false,0.138514,9,7,0.553989
303,false,0.073099,5,6,0.418540
304,false,0.131272,5,0,0.418422
305,true,0.007593,9,9,0.763176
306,false,0.106620,5,7,0.449268
307,false,0.142519,3,5,0.598490
308,false,0.109379,9,7,0.505774
309,false,0.132004,5,2,0.476172
310,true,0.060653,1,1,0.312949
311,false,0.165375,4,1,0.791650
312,false,0.129277,5,6,0.558848
313,false,0.151810,6,8,0.676341
314,false,0.098594,5,9,0.515234
315,false,0.129431,5,4,0.597171
316,true,0.042179,1,1,0.430696
317,false,0.130796,6,5,0.426611
318,false,0.136251,5,2,0.561730
319,false,0.132558,3,2,0.463501
320,false,0.119560,5,9,0.505004
321,false,0.139085,6,0,0.533151
322,false,0.132083,7,3,0.496360
323,false,0.133662,7,9,0.392854
324,false,0.139109,7,6,0.581567
325,false,0.149873,1,7,0.655774
326,false,0.180646,9,2,0.895272
327,false,0.143582,9,0,0.510970
328,false,0.141232,4,3,0.563933
329,true,0.018847,5,5,0.639228
330,false,0.087021,5,4,0.396850
331,false,0.150023,4,3,0.680424
332,false,0.134755,5,6,0.437024
333,false,0.149383,6,5,0.632178
334,false,0.168880,3,8,0.819479
335,false,0.194185,7,9,0.970151
336,false,0.154368,9,5,0.710488
337,false,0.148274,5,4,0.521050
338,true,0.051607,7,7,0.393982
339,false,0.137713,5,4,0.661967
340,false,0.147968,9,2,0.547179
341,false,0.141089,5,7,0.634529
342,false,0.128957,5,3,0.502635
343,true,0.049278,4,4,0.392770
344,false,0.134392,4,8,0.438448
345,true,0.025255,9,9,0.604597
346,true,0.028145,1,1,0.528259
347,false,0.133524,1,9,0.535640
348,false,0.141021,5,2,0.573362
349,false,0.129565,9,8,0.350530
350,false,0.101812,9,7,0.485504
351,true,0.020000,9,9,0.651438
352,true,0.051292,1,1,0.372661
353,false,0.138403,6,8,0.545953
354,false,0.108366,9,7,0.557892
355,false,0.059265,6,4,0.541461
356,true,0.036942,1,1,0.466452
357,false,0.183565,4,3,0.910723
358,false,0.058067,5,1,0.360139
359,false,0.171583,4,1,0.833532
360,false,0.126819,5,0,0.356142
361,false,0.134842,5,2,0.410905
362,false,0.151225,5,3,0.628195
363,false,0.067998,5,9,0.441392
364,false,0.127492,5,4,0.569281
365,true,0.002267,9,9,0.876867
366,false,0.181737,9,2,0.902215
367,false,0.175517,4,1,0.864921
368,false,0.149144,5,6,0.644464
369,false,0.144686,6,8,0.614378
370,false,0.149949,9,4,0.530963
371,false,0.169993,4,7,0.839820
372,false,0.069570,4,7,0.311739
373,false,0.154059,5,4,0.683669
374,false,0.115412,5,4,0.649409
375,false,0.174879,4,9,0.857778
376,false,0.134513,9,2,0.515924
377,false,0.151368,6,5,0.743305
378,false,0.077816,9,7,0.406212
379,false,0.132574,9,2,0.396179
380,false,0.118842,5,4,0.710796
381,true,0.046174,4,4,0.456757
382,false,0.130805,6,2,0.380758
383,false,0.164086,4,1,0.778555
384,false,0.125977,5,9,0.514753
385,false,0.197691,9,7,0.988316
386,false,0.145757,9,2,0.479244
387,false,0.160952,6,8,0.753053
388,false,0.128904,9,7,0.449501
389,false,0.146609,4,6,0.612169
390,false,0.102224,6,9,0.398403
391,false,0.129001,6,2,0.380009
392,false,0.129262,1,2,0.356921
393,false,0.136277,5,3,0.587610
394,false,0.134550,6,8,0.510703
395,false,0.147006,4,1,0.647719
396,false,0.088517,5,6,0.436322
397,false,0.069331,9,5,0.433727
398,false,0.078101,5,1,0.390523
399,false,0.160365,4,1,0.749969
400,false,0.135451,5,0,0.498337
401,false,0.146464,5,2,0.499095
402,true,0.047847,6,6,0.403254
403,false,0.145959,5,4,0.586453
404,false,0.182284,9,5,0.917580
405,false,0.148092,6,8,0.642325
406,false,0.100916,1,3,0.289466
407,false,0.174306,4,1,0.858212
408,false,0.084382,9,5,0.532030
409,false,0.174159,4,1,0.854342
410,false,0.149892,6,9,0.652547
411,false,0.130655,9,2,0.403857
412,false,0.119755,9,7,0.455060
413,true,0.029431,4,4,0.562638
414,false,0.148649,5,4,0.745754
415,false,0.106993,6,4,0.712141
416,false,0.132454,6,8,0.512460
417,false,0.103859,6,1,0.614172
418,false,0.148073,3,5,0.616160
419,false,0.133600,7,8,0.476179
420,false,0.135671,4,9,0.417140
421,false,0.114358,4,5,0.616268
422,false,0.117272,5,6,0.521381
423,false,0.061028,9,7,0.342045
424,false,0.133444,5,9,0.369312
425,false,0.143611,8,9,0.617113
426,false,0.111329,9,3,0.720612
427,false,0.127838,5,7,0.394688
428,false,0.148112,9,0,0.563389
429,true,0.040163,9,9,0.452240
430,false,0.134441,7,0,0.438668
431,false,0.149201,9,6,0.668196
432,false,0.132140,5,6,0.580520
433,false,0.132153,5,2,0.475817
434,false,0.134914,1,3,0.443776
435,false,0.177047,3,9,0.872931
436,false,0.138292,9,0,0.528453
437,false,0.143493,9,7,0.613660
438,true,0.025323,5,5,0.562220
439,false,0.083709,1,4,0.359030
440,false,0.135758,6,8,0.494515
441,false,0.125143,4,0,0.382313
442,false,0.114279,6,9,0.738700
443,false,0.115791,7,4,0.610485
444,false,0.130966,5,1,0.663314
445,false,0.127799,4,2,0.423155
446,false,0.145406,6,8,0.634857
447,false,0.144001,9,7,0.623254
448,true,0.041757,1,1,0.447774
449,false,0.143387,5,2,0.568737
450,false,0.115876,5,6,0.544917
451,false,0.150547,4,1,0.660260
452,false,0.144717,1,0,0.545403
453,false,0.148410,6,3,0.577592
454,false,0.126864,9,0,0.341986
455,false,0.171996,4,1,0.839510
456,false,0.127643,7,1,0.584039
457,false,0.151634,6,8,0.671903
458,false,0.149605,4,2,0.670988
459,false,0.126171,1,0,0.351646
460,false,0.166751,9,3,0.814159
461,false,0.103559,3,9,0.587408
462,true,0.049498,4,4,0.423274
463,false,0.130050,5,0,0.468937
464,true,0.031240,5,5,0.519836
465,false,0.138688,6,0,0.582652
466,false,0.068502,5,6,0.367690
467,false,0.132118,5,1,0.403677
468,false,0.078682,4,7,0.394598
469,true,0.047416,7,7,0.432031
470,false,0.161753,9,8,0.761279
471,false,0.129716,6,1,0.389873
472,false,0.135226,4,9,0.437470
473,false,0.143941,4,2,0.605549
474,false,0.128878,4,0,0.392772
475,false,0.067640,1,5,0.407949
476,true,0.030085,1,1,0.514533
477,false,0.147818,9,2,0.657604
478,false,0.168999,4,2,0.812697
479,false,0.084569,1,7,0.502192
480,false,0.131094,7,3,0.394122
481,false,0.166970,3,5,0.804347
482,true,0.037197,4,4,0.508167
483,true,0.020538,9,9,0.676297
484,false,0.098967,4,7,0.619945
485,false,0.171827,4,1,0.838736
486,false,0.123820,5,8,0.330962
487,false,0.149196,5,3,0.653633
