Data Line,Correctness,Loss,Predicted,Actual
1,false,0.113514,6,5,0.354040
2,false,0.124098,3,0,0.363654
3,false,0.134898,9,4,0.495063
4,false,0.134928,9,1,0.482542
5,true,0.050031,9,9,0.417660
6,false,0.121209,9,2,0.348945
7,false,0.123682,8,1,0.399551
8,false,0.074044,7,3,0.381701
9,false,0.122751,6,1,0.453900
10,false,0.138636,6,4,0.479123
11,false,0.107353,9,3,0.353093
12,false,0.130152,9,5,0.414859
13,false,0.141701,9,3,0.633252
14,false,0.108830,9,6,0.332763
15,false,0.121708,8,1,0.434961
16,false,0.098015,8,7,0.328317
17,false,0.134140,8,2,0.463954
18,false,0.061991,9,8,0.381144
19,false,0.137511,9,6,0.523924
20,true,0.053937,9,9,0.379607
21,false,0.135249,7,4,0.451819
22,false,0.128442,3,0,0.378827
23,true,0.036595,9,9,0.491061
24,false,0.133819,9,1,0.430087
25,false,0.057663,9,1,0.485291
26,false,0.128903,7,2,0.467670
27,false,0.133316,7,4,0.416274
28,false,0.068749,9,3,0.346323
29,false,0.125293,9,2,0.419872
30,false,0.135862,8,7,0.530850
31,false,0.109094,9,3,0.361434
32,true,0.035386,8,8,0.488929
33,false,0.135962,9,6,0.564130
34,false,0.077549,8,9,0.312637
35,false,0.142394,9,0,0.602595
36,false,0.124393,9,5,0.377909
37,false,0.127378,9,6,0.492636
38,false,0.130685,9,0,0.445827
39,false,0.119909,9,7,0.401438
40,false,0.122960,9,6,0.412484
41,false,0.134264,9,1,0.511509
42,false,0.083045,9,8,0.388508
43,false,0.073859,9,7,0.344201
44,true,0.045783,9,9,0.472448
45,false,0.139526,1,3,0.456624
46,true,0.049432,9,9,0.472370
47,false,0.147919,9,8,0.625889
48,false,0.127622,9,5,0.342004
49,false,0.072707,8,9,0.240193
50,false,0.079378,9,3,0.366533
51,false,0.099025,9,3,0.419222
52,false,0.134665,7,0,0.400553
53,false,0.093689,8,7,0.227861
54,false,0.140758,9,4,0.535085
55,false,0.105055,1,9,0.415842
56,false,0.085843,9,8,0.574273
57,false,0.127116,9,0,0.392457
58,true,0.046582,9,9,0.404475
59,false,0.134593,7,4,0.496796
60,false,0.138163,9,1,0.538087
61,false,0.131653,9,4,0.354431
62,false,0.142423,9,4,0.617434
63,false,0.135959,9,6,0.508028
64,false,0.141551,9,0,0.568849
65,false,0.128828,8,4,0.415722
66,false,0.129578,9,5,0.378798
67,false,0.148328,9,6,0.655322
68,false,0.136804,8,1,0.433641
69,false,0.128843,3,0,0.336850
70,false,0.131584,9,0,0.391160
71,false,0.124661,9,1,0.298356
72,false,0.126617,8,7,0.451895
73,false,0.133750,8,1,0.439431
74,false,0.120850,9,6,0.402492
75,false,0.126302,9,3,0.500098
76,false,0.133376,7,0,0.415330
77,false,0.138101,9,2,0.631619
78,false,0.146522,9,1,0.619989
79,false,0.128397,9,1,0.392043
80,false,0.127110,8,7,0.505786
81,false,0.073968,7,9,0.361487
82,false,0.127869,9,0,0.352973
83,false,0.128339,9,2,0.377869
84,false,0.117168,9,6,0.332805
85,false,0.113778,1,7,0.565152
86,false,0.106492,9,8,0.531008
87,false,0.145076,9,3,0.595206
88,true,0.046233,9,9,0.404080
89,false,0.124675,9,0,0.319592
90,false,0.124227,8,4,0.337282
91,false,0.145332,9,6,0.635699
92,false,0.128133,8,7,0.455234
93,false,0.130013,7,4,0.335766
94,false,0.135432,9,6,0.460255
95,false,0.081362,9,8,0.422735
96,false,0.129899,7,0,0.335458
97,false,0.079032,3,7,0.227013
98,false,0.059533,9,8,0.367535
99,false,0.125158,9,3,0.542854
100,false,0.129580,9,1,0.414870
101,false,0.139883,1,5,0.534959
102,false,0.127119,1,7,0.443514
103,false,0.116300,9,1,0.408552
104,false,0.087782,9,7,0.344327
105,false,0.130873,8,1,0.472152
106,false,0.138282,9,1,0.501952
107,false,0.140318,9,6,0.561917
108,false,0.077739,7,3,0.357888
109,false,0.138290,9,0,0.503649
110,false,0.124726,6,2,0.343772
111,false,0.066709,7,9,0.349693
112,false,0.104500,9,3,0.535311
113,false,0.140040,9,1,0.618563
114,false,0.126974,9,1,0.405407
115,false,0.131811,9,0,0.466440
116,false,0.130270,9,4,0.388564
117,true,0.035309,9,9,0.522352
118,false,0.135131,9,2,0.460509
119,false,0.133441,7,0,0.399626
120,false,0.124286,9,0,0.353033
121,false,0.124713,9,2,0.335813
122,false,0.132578,9,0,0.501550
123,false,0.132900,9,2,0.425001
124,false,0.120772,8,7,0.484032
125,false,0.110786,9,1,0.571005
126,false,0.078213,9,8,0.385865
127,false,0.139595,9,6,0.560410
128,false,0.131458,8,4,0.420256
129,false,0.143605,9,1,0.655235
130,false,0.155588,9,6,0.729192
131,false,0.110262,9,3,0.480116
132,false,0.129994,9,4,0.388669
133,false,0.124603,8,5,0.321806
134,true,0.029451,9,9,0.579321
135,true,0.022014,1,1,0.639356
136,false,0.071692,7,3,0.349115
137,false,0.131159,9,3,0.472028
138,false,0.073363,9,8,0.258708
139,false,0.134788,9,5,0.411303
140,false,0.138406,9,4,0.537844
141,false,0.113247,8,7,0.360667
142,false,0.121191,8,7,0.406456
143,false,0.135416,9,4,0.490883
144,false,0.122019,9,2,0.465891
145,false,0.129564,9,8,0.374553
146,false,0.124108,6,5,0.332095
